design1,design2,merit1,merit2
65,204,2.13902,1.06067
138,345,5.31751,0.570822
34,24,52.3404,7.5612
6,624,9.78717,4.35179
271,261,0.128038,0.495889
50,73,18.8256,2.35182
792,21,14.4188,3.90381
8,79,45.5857,7.31509
260,4,48.9588,23.7615
526,32,3.2789900000000003,2.4261
4,51,60.7064,14.7597
278,11,31.849,8.25879
101,698,13.1707,0.513487
26,36,32.4436,5.238169999999998
3,532,30.3299,8.320039999999999
27,152,13.0687,2.12136
33,27,48.3032,6.73655
460,9,14.8935,9.33769
35,70,11.5452,2.66961
148,275,3.36714,0.620494
42,310,0.522252,1.13693
28,179,12.2178,1.93768
920,182,20.3989,0.532632
33,439,3.04761,1.21075
53,3,82.8847,48.2342
480,590,3.16806,0.253435
9,17,28.7719,12.5439
299,94,6.37087,1.06131
35,36,39.0226,4.98083
705,336,12.6197,0.337592
59,34,45.6696,4.73795
4,863,7.777760000000002,6.2081
6,323,30.9396,5.5960199999999976
189,89,15.9795,1.31484
16,370,11.1196,2.28398
207,14,39.5256,7.345039999999999
139,39,36.2911,3.1938
545,3,56.9572,86.9978
177,4,59.6923,25.464000000000002
220,59,19.8943,1.81673
10,39,20.7803,7.1155399999999975
55,38,42.3031,4.30515
68,126,8.08181,1.38594
230,3,58.4962,31.7372
52,23,55.4282,7.24927
273,131,4.00975,0.823362
412,129,4.37688,0.753351
274,30,22.1217,3.17566
259,379,0.232413,0.404202
678,44,13.2586,1.84792
44,254,1.36571,1.19675
61,8,71.3851,19.5061
248,91,10.6026,1.16835
117,4,69.047,29.1854
69,86,18.1219,1.86673
5,45,53.4901,12.569
40,135,2.1236900000000003,1.66983
87,49,35.8949,2.97135
9,71,41.3881,6.79023
90,801,15.1881,0.531728
95,7,66.67399999999999,19.0772
867,711,8.167019999999999,0.196129
42,728,15.6619,0.938474
514,36,3.15001,2.18455
17,145,25.2459,3.14551
27,134,12.5538,2.22224
647,221,13.7235,0.468812
4,117,58.3499,11.7082
30,13,66.7161,14.3611
16,59,14.8178,4.3649
4,369,34.4772,7.43766
4,367,34.6426,7.45396
594,71,10.975999999999999,1.2101600000000001
93,134,9.81123,1.18679
166,5,58.12,21.1
169,122,10.9468,1.04074
23,14,63.2689,13.8906
165,87,17.9226,1.40593
774,262,16.2968,0.40321999999999997
131,779,12.6472,0.422073
63,142,5.82442,1.32396
944,103,22.1479,0.8683649999999999
198,159,5.89595,0.795083
31,178,9.7766,1.7952400000000002
4,884,7.03345,6.23053
34,39,35.4974,4.6215199999999985
251,16,31.5825,5.98501
620,98,12.9378,0.915942
118,630,11.1366,0.481833
152,628,9.46673,0.417288
62,3,81.5494,46.091
14,680,5.88814,2.1480200000000003
5,639,12.4826,5.073930000000002
107,7,64.4408,18.263
11,80,36.3179,5.52067
858,267,17.4434,0.392401
343,946,4.87283,0.23099899999999998
358,9,24.7305,9.52192
306,321,2.41966,0.42409399999999997
3,99,65.0555,15.5793
14,152,29.9203,3.65121
410,34,6.08862,2.41918
55,190,0.513745,1.1888299999999998
34,101,1.22168,2.08808
18,140,23.7849,3.03418
55,114,7.431780000000002,1.60501
105,3,74.8919,38.7289
209,552,4.99702,0.372503
18,356,10.203,2.09933
125,13,54.2723,9.63053
185,301,1.8285,0.531879
16,31,21.5776,6.50907
896,6,100.0,0.0
495,6,18.9534,15.5946
265,14,30.9919,6.65475
58,174,2.30503,1.21721
37,81,8.009889999999999,2.34395
351,11,22.9611,7.696989999999999
18,628,6.41678,1.7893299999999999
252,281,0.611769,0.4900930000000001
28,511,5.25531,1.3230000000000002
26,988,20.0746,1.31099
27,135,12.6593,2.2159400000000002
25,54,11.3681,3.60733
7,377,23.7327,4.60875
34,72,9.46815,2.6279
6,237,39.0718,6.3605300000000025
4,35,55.5062,15.9049
64,123,8.11091,1.44696
415,48,3.0022,1.7433599999999998
524,331,8.13074,0.35907100000000003
470,11,11.289,7.35049
37,31,45.1271,5.73359
27,276,9.08635,1.6761400000000002
23,8,74.5693,24.0576
18,44,6.68515,4.60018
14,80,28.2089,4.48681
415,64,0.698921,1.3354
250,612,4.046130000000002,0.325445
258,7,40.1353,13.3112
3,660,23.9317,8.13374
55,152,2.46049,1.34204
252,247,1.26474,0.529217
160,136,9.19614,0.970119
3,552,29.2383,8.25742
35,37,38.0167,4.84132
4,234,46.5097,8.95525
495,206,9.17001,0.5139130000000001
287,215,1.13477,0.557175
82,38,42.3658,3.88853
49,560,10.6741,0.88092
311,9,30.0894,9.79129
394,746,1.25114,0.239536
129,10,56.4841,12.2
714,7,76.0136,59.8359
155,5,59.8831,21.6068
199,15,40.0524,6.9893600000000005
163,471,5.81233,0.452778
151,78,20.9269,1.60271
345,133,0.32172399999999995,0.7508859999999999
553,18,0.8615870000000001,4.156219999999999
14,263,21.7482,2.94975
620,7,78.5475,63.2857
10,28,0.163899,7.58683
45,63,22.2654,2.7524599999999997
78,33,46.1665,4.53811
279,115,5.05072,0.9124329999999999
23,7,76.592,27.3058
415,24,8.4253,3.3520199999999996
8,36,28.7801,8.7542
6,289,34.0348,5.85882
28,126,11.3925,2.21549
695,14,7.01823,5.90974
943,130,21.7794,0.708865
13,155,31.3934,3.8632400000000002
100,108,14.5062,1.3741
74,638,12.9641,0.6462859999999999
397,9,20.7055,9.40203
159,179,5.7261,0.789642
711,82,16.029,1.0658299999999998
126,4,67.561,28.4201
198,6,50.7314,16.7498
342,217,3.04083,0.526622
56,11,68.1599,14.7698
858,13,12.9238,7.26157
47,6,76.7906,27.3487
7,242,35.8603,5.53295
218,6,47.7862,16.2664
252,32,24.2576,3.08557
70,23,54.3254,6.717060000000001
398,810,2.50135,0.23164400000000002
6,348,28.7525,5.42761
13,213,27.4011,3.42636
3,246,50.9973,11.0474
4,469,27.1885,6.7869399999999995
665,3,100.0,0.0
13,324,17.9066,2.88191
74,10,66.5675,14.8896
9,610,3.80055,3.08527
550,18,0.641863,4.1511
251,254,0.750827,0.520508
130,108,14.855,1.26184
64,390,5.4673099999999994,0.817596
329,233,2.69559,0.50847
136,95,17.2275,1.38752
138,7,58.7562,16.5686
685,5,68.1626,72.6657
151,96,16.5995,1.32784
83,127,10.2019,1.291
4,555,21.845,6.42185
3,878,15.5918,8.442969999999999
58,96,12.3281,1.79129
8,401,19.577,4.00924
108,254,3.89546,0.7473489999999999
4,518,24.0506,6.5593
16,186,24.9622,3.02279
683,3,100.0,0.0
683,106,15.3924,0.854772
15,303,17.2438,2.6225099999999997
102,18,54.1118,7.58725
406,143,4.8157,0.6984199999999999
161,189,4.3756,0.755279
4,895,6.6528800000000015,6.24298
302,7,34.5989,12.8832
14,218,25.4073,3.18397
279,7,37.4189,13.0737
432,10,15.9253,8.26547
302,145,1.62218,0.7317600000000001
12,52,23.6691,5.72328
914,6,100.0,0.0
5,66,56.7327,11.5124
193,698,8.98974,0.353152
279,42,17.9806,2.2907900000000003
232,413,1.5467,0.4042
577,528,7.1467199999999975,0.260794
141,371,4.87481,0.5417
49,881,19.4997,0.813136
28,623,10.1793,1.29141
116,314,4.7295300000000005,0.647666
36,101,0.312387,2.02256
308,67,9.62929,1.42654
10,173,35.8337,4.66015
26,835,16.5611,1.32718
235,10,38.9266,9.62989
49,76,17.0943,2.28556
10,19,27.4008,11.1218
13,356,15.3531,2.77014
50,9,71.6379,18.4457
153,33,37.306999999999995,3.6299900000000003
93,75,23.585,1.93642
569,3,56.4741,88.7691
18,352,10.5276,2.10953
149,896,13.0372,0.371814
224,71,16.9715,1.51994
435,379,6.38769,0.34665
575,657,4.76537,0.2276050000000001
59,728,15.7484,0.733561
4,266,43.4411,8.49516
578,164,12.3494,0.602889
265,101,7.83495,1.03976
514,380,7.88897,0.331148
41,144,2.46571,1.60299
87,66,27.5425,2.22513
643,110,14.0135,0.829584
10,70,37.9485,6.2169099999999995
45,108,4.25415,1.78367
465,7,18.4609,12.7112
416,804,1.87639,0.226945
160,14,47.2789,8.1477
28,41,28.5568,4.5523099999999985
540,267,10.4778,0.420045
123,241,3.22304,0.721512
479,629,2.73103,0.24581
5,81,56.6622,10.8995
69,603,12.2214,0.685509
29,16,62.028,11.7291
38,295,2.59496,1.2526
403,492,3.28265,0.298439
93,612,11.5327,0.5606300000000001
59,315,2.36437,0.920578
128,192,5.83272,0.819168
13,193,28.8888,3.56181
3,36,63.9282,19.9753
218,567,4.97982,0.361026
45,59,24.5187,2.9252
73,30,48.4576,5.08711
21,427,3.04902,1.71145
27,121,11.879,2.30893
538,211,10.7708,0.49996599999999997
441,161,6.63227,0.629837
390,14,16.0423,5.82395
7,527,12.8412,4.04416
113,388,6.3103,0.597398
412,8,20.9637,10.7581
35,475,5.18701,1.1448399999999999
20,264,15.0843,2.17741
9,304,25.7777,4.05894
325,591,0.516466,0.289743
277,486,1.10917,0.344067
68,183,3.30742,1.10378
39,889,19.4882,0.9661930000000001
121,556,8.97819,0.4966680000000001
30,32,40.7385,5.7611300000000005
215,71,17.3925,1.5415299999999998
10,38,19.464000000000002,7.15308
77,10,66.0326,14.6974
56,19,59.2382,8.6313
784,517,9.74342,0.244035
154,24,41.8053,4.92949
244,736,6.75405,0.305741
119,11,57.2688,11.502
47,289,0.228433,1.08262
29,37,34.0224,5.00842
510,34,2.48924,2.29638
48,344,1.88107,1.00909
174,82,18.4042,1.45892
24,95,11.8142,2.74883
871,292,17.5517,0.366347
66,684,14.2418,0.684533
955,175,21.0627,0.54847
95,277,3.9553300000000013,0.758839
9,350,21.7843,3.82904
942,18,18.1057,5.03883
8,122,44.4544,6.4104
551,8,9.63664,11.0003
310,14,25.1202,6.2733
6,602,11.0126,4.40388
635,12,1.97266,6.77038
155,14,48.1249,8.25197
21,93,15.9698,3.06642
479,176,8.774460000000001,0.5827979999999999
5,107,55.1376,10.0216
119,8,60.7615,15.507
544,520,5.69853,0.26447
509,936,1.46859,0.194905
47,308,0.842831,1.0604
262,9,36.3592,10.2774
436,18,8.95784,4.36639
4,776,11.1157,6.14384
17,6,77.7378,32.816
714,6,71.7682,63.7355
386,4,36.471,24.1357
98,737,13.4916,0.512931
167,5,57.9607,21.0571
672,17,7.6752699999999985,4.672969999999999
11,81,36.4325,5.50157
112,226,4.10439,0.784573
62,439,7.2608,0.804028
86,82,20.7435,1.82333
96,176,5.86339,0.972612
49,45,35.8655,3.72574
247,188,1.6728900000000002,0.643053
647,85,13.8146,1.03475
332,471,0.98389,0.326121
74,163,5.06094,1.13802
3,77,66.6971,16.7936
17,91,23.0769,3.6662800000000004
786,6,70.692,66.615
4,288,41.3844,8.222560000000001
496,119,8.38198,0.790029
191,471,4.62748,0.41969700000000004
81,80,21.2814,1.9011
15,124,28.9,3.6902800000000004
203,838,10.2927,0.319157
103,447,7.85792,0.594159
33,878,18.7526,1.10031
6,269,35.9119,6.03541
58,37,43.1276,4.36612
51,30,48.7327,5.55796
18,235,19.2655,2.495
262,66,14.1821,1.5354299999999999
7,308,29.6246,5.00549
24,28,41.0416,6.824739999999999
16,97,25.8408,3.78102
33,40,33.8028,4.52841
175,151,6.95863,0.8646379999999999
11,9,63.8397,23.29300000000001
20,101,19.0806,3.10474
135,3,70.4621,35.6008
114,5,66.8692,24.1949
201,12,42.1274,8.60482
153,40,34.1492,3.01011
7,29,25.1609,10.2022
214,207,1.98897,0.6333300000000001
55,277,1.4764899999999999,1.01118
175,32,34.7439,3.55496
38,28,48.8294,6.33159
182,850,10.2206,0.335326
182,23,38.0025,4.81226
51,335,2.48261,0.98442
151,14,48.8309,8.33717
637,40,11.0059,2.00788
16,102,26.4089,3.7206900000000003
35,44,31.2578,4.08208
600,545,7.27022,0.253232
7,588,9.10534,3.88568
508,23,0.484779,3.26516
37,93,3.36659,2.11795
313,66,9.45253,1.43828
59,534,9.88204,0.7849079999999999
324,4,42.13399999999999,23.6783
406,53,2.92478,1.60209
35,297,4.12425,1.32895
352,15,19.4232,5.60732
20,429,3.48814,1.7782900000000001
6,123,50.31,8.19497
983,3,100.0,0.0
37,855,18.5296,1.01046
11,794,7.64455,2.56235
650,8,3.26569,11.4777
459,34,1.65422,2.32307
54,97,11.1417,1.82348
44,687,14.4017,0.9133190000000001
24,335,7.2778399999999985,1.69796
6,284,34.5155,5.90064
73,330,4.47306,0.807716
229,16,34.7723,6.20981
103,161,7.25008,1.00792
34,355,1.24082,1.25511
358,832,2.99888,0.238883
22,243,14.7238,2.08366
58,20,58.0773,8.12695
5,76,56.7914,11.0936
200,63,20.9432,1.77095
342,12,22.9688,7.08206
27,584,8.24032,1.33552
705,239,15.0352,0.43715
79,6,71.3047,23.4218
274,627,3.18363,0.307688
834,295,16.5783,0.365046
7,283,31.9626,5.1843
208,20,35.5806,5.21767
15,373,11.8246,2.40476
4,420,30.6067,7.0712600000000005
426,740,1.06851,0.231895
757,7,74.804,58.6099
276,694,4.46636,0.294129
18,176,22.7544,2.79312
36,9,73.0525,19.8919
24,89,10.5547,2.80968
3,119,63.2912,14.6484
36,590,10.5146,1.08391
424,376,6.14556,0.350839
317,135,1.22444,0.7625810000000001
594,8,6.725510000000001,11.1801
3,578,27.871,8.19632
34,325,3.27995,1.30665
101,115,13.3802,1.29931
99,571,10.3169,0.555118
244,767,7.2034,0.300491
158,253,3.18641,0.633486
347,324,3.24108,0.403747
571,23,4.15345,3.2980300000000002
99,778,14.8175,0.5049939999999999
19,82,17.2182,3.45529
539,79,8.68801,1.10509
452,213,7.55262,0.50807
259,131,4.63822,0.8391209999999999
330,76,6.14334,1.23957
586,12,1.22278,6.5988
63,11,67.1434,14.2855
40,269,2.81571,1.25214
50,20,58.507,8.42281
14,168,28.9557,3.5201800000000003
627,3,100.0,0.0
730,48,15.5954,1.71307
6,955,4.31058,4.20367
24,784,14.5789,1.41708
724,25,12.7739,3.1630599999999998
31,85,0.343627,2.38425
800,3,100.0,0.0
115,7,62.9475,17.7743
932,36,20.9879,2.2805299999999997
31,951,20.0724,1.1456
596,139,12.4262,0.684338
45,426,5.02525,0.992324
16,255,19.9269,2.66673
20,168,20.7289,2.60272
39,188,4.91067,1.48504
4,476,26.7225,6.75103
753,12,8.05175,7.42395
279,9,34.0972,10.0803
47,12,67.9185,14.1947
4,32,53.4167,16.1536
70,7,71.3051,21.1671
21,50,7.23747,3.99215
347,23,15.9199,3.7300400000000002
7,963,7.12631,3.68251
40,14,65.7319,12.6407
11,290,23.585,3.48287
426,5,28.1146,18.9507
363,244,4.84537,0.485167
43,51,29.3997,3.3916199999999996
95,6,68.3258,21.9606
995,32,22.136999999999997,2.60964
126,806,13.5165,0.428765
37,688,13.9885,1.03836
373,7,26.8254,12.6111
52,57,28.2604,2.92541
264,69,13.3672,1.46954
51,21,57.4156,7.98395
59,51,33.3222,3.16137
430,703,0.769597,0.238094
60,327,3.25065,0.903458
3,68,67.0913,17.3682
841,58,19.5319,1.44896
171,58,25.2819,2.02451
521,7,14.1183,12.9387
417,26,7.56657,3.1000099999999997
9,383,19.1147,3.69091
7,89,49.0795,7.945489999999999
7,181,41.9454,6.2258
512,17,2.8717900000000003,4.44755
66,260,2.52227,0.940318
946,49,21.9766,1.69599
636,636,4.84733,0.223047
42,31,46.5177,5.59804
55,156,2.23097,1.32319
122,14,53.9294,9.05583
371,21,14.0908,3.96789
10,256,28.3313,3.9824800000000002
12,195,30.3486,3.80032
97,12,60.2559,11.4169
79,268,4.0187800000000005,0.843698
60,435,6.70286,0.820835
233,12,37.2027,8.111889999999999
341,9,26.6015,9.60106
190,29,33.9147,3.78662
59,9,70.3392,17.6299
432,410,4.49445,0.325185
101,22,51.3404,6.25876
25,55,10.4973,3.55211
62,4,78.4871,36.2326
107,29,45.7658,4.67856
220,16,36.1138,6.31109
53,362,3.36513,0.934787
807,399,13.1171,0.291713
5,342,32.4858,6.37279
65,75,21.4816,2.14138
562,221,11.504,0.479958
505,366,7.61535,0.340041
126,10,57.0319,12.3125
29,181,11.2499,1.87737
24,536,5.0243400000000005,1.47023
3,529,30.4975,8.330630000000001
8,30,19.3392,9.0454
6,52,50.1596,10.4234
27,228,11.4492,1.81213
63,81,19.3743,2.02252
263,8,37.698,11.556
950,4,100.0,0.0
11,55,29.4224,6.08247
128,148,8.048060000000001,0.9791190000000001
49,507,8.6279,0.897775
4,217,48.2065,9.23656
4,661,16.2365,6.18398
152,436,5.77709,0.485811
339,160,1.58145,0.6593060000000001
95,424,7.59692,0.633225
565,271,10.3372,0.408921
248,6,43.6448,15.7423
323,27,17.2109,3.29252
261,37,21.4932,2.65088
65,10,68.0653,15.5029
484,22,2.8473,3.4625800000000004
36,80,7.86618,2.3871900000000004
285,322,1.5427,0.432158
7,45,42.2653,9.4089
49,760,16.623,0.8318549999999999
911,10,79.9653,47.6149
186,52,25.8321,2.1785400000000004
25,385,3.41231,1.548
26,260,10.6862,1.7702900000000001
22,222,15.9407,2.16098
218,19,34.5967,5.37639
41,682,14.0388,0.962771
17,343,12.0475,2.23735
338,31,14.2548,2.8383
25,361,5.06725,1.5916299999999999
16,906,14.9442,1.92235
14,185,27.9184,3.3963699999999997
31,15,63.8797,12.3781
11,769,6.71365,2.5632599999999996
295,17,25.0326,5.29947
52,589,11.6052,0.835299
29,112,8.49571,2.24877
24,331,7.6123600000000025,1.70678
403,76,0.384031,1.15461
31,13,66.8439,14.2803
16,398,9.00565,2.21592
740,719,6.61247,0.202413
511,49,4.6699,1.6679
227,652,5.1273300000000015,0.32982399999999995
150,480,6.85462,0.46879
9,199,35.5899,4.83283
7,290,31.2967,5.13288
72,927,19.5304,0.608093
8,207,36.9775,5.2637800000000015
15,26,28.6382,7.8079600000000005
23,18,56.2349,10.7709
18,458,3.10147,1.8932900000000001
3,164,58.8557,13.0013
43,19,59.6332,9.16969
24,7,76.6957,27.1313
147,15,48.7402,7.8893
42,315,0.620011,1.13007
348,435,2.74003,0.33731700000000003
357,181,3.82135,0.599653
131,565,8.81841,0.472009
12,288,22.3224,3.2418
581,10,4.05806,8.30669
100,355,5.19871,0.6592939999999999
516,296,9.11385,0.391152
4,48,60.2185,14.9553
20,16,57.6823,12.3617
24,935,18.5294,1.40054
574,4,64.673,78.2349
86,106,14.6949,1.466
668,218,14.425999999999998,0.473699
40,15,64.4288,11.8011
5,26,37.0894,13.8356
75,4,76.2666,34.1122
11,592,1.8064900000000002,2.6198099999999998
313,138,0.860715,0.751055
78,6,71.472,23.5219
121,951,16.0982,0.419167
732,153,16.6972,0.624084
43,569,10.2647,0.95938
3,826,17.3462,8.34428
294,438,0.17994000000000002,0.354317
931,132,21.5908,0.699703
7,130,46.7206,7.04245
291,190,0.0311953,0.600615
45,55,27.2374,3.12216
88,111,13.4081,1.40345
3,220,53.4153,11.561
570,15,0.27824499999999996,5.05593
346,51,8.83619,1.76052
434,4,71.0237,85.4121
125,332,4.74242,0.604251
33,176,8.51075,1.7236099999999999
20,428,3.5811,1.78013
34,54,21.8203,3.38202
35,25,51.5252,7.21553
243,11,36.694,8.67515
91,27,49.0012,5.2949
136,80,21.6775,1.62385
168,373,3.24553,0.494723
130,254,2.7562,0.6811229999999999
762,86,17.692999999999994,1.02142
732,301,14.4234,0.36446999999999996
18,67,13.9383,3.83213
237,113,8.29434,0.983651
68,15,62.01,10.3404
236,3,57.8388,31.6689
28,46,23.1346,4.0801
162,119,11.5132,1.0775299999999999
49,10,70.4007,16.7645
240,15,33.8135,6.48003
4,786,10.7119,6.14817
15,24,32.9399,8.4609
886,277,17.7074,0.380061
338,6,32.9573,15.1007
38,11,69.9652,16.2006
16,67,19.1524,4.21745
11,27,9.3739,7.77832
748,300,15.0845,0.366248
5,121,53.9155,9.61835
299,295,1.20018,0.4457600000000001
119,9,59.4705,13.894
32,19,58.3354,9.69593
383,14,16.7693,5.85386
20,82,15.3148,3.3201099999999997
90,13,60.5461,10.856
134,3,70.6063,35.6849
104,229,4.1500900000000005,0.805419
15,59,17.7829,4.60038
267,20,27.1054,4.72053
53,10,69.8547,16.4277
16,178,25.5042,3.07415
227,24,30.7842,4.23189
443,4,70.6228,84.6916
3,437,36.0747,8.81723
274,497,0.79974,0.340605
23,610,8.02008,1.4957200000000002
81,48,36.3062,3.09453
3,59,67.2217,18.0003
3,229,52.5642,11.3745
428,398,5.2188300000000005,0.334617
115,16,53.5263,8.1436
357,117,0.396681,0.825119
9,978,11.0242,3.00017
119,346,5.99794,0.6141449999999999
767,153,17.7343,0.623432
4,973,4.09891,6.3399199999999984
629,130,13.75,0.721986
28,66,6.52851,2.9725
489,100,7.22023,0.910736
37,40,35.9577,4.43405
18,264,17.2675,2.37841
7,412,20.9286,4.44736
5,694,9.72536,4.97521
5,231,42.8109,7.49021
141,17,48.2939,7.11113
848,557,9.915610000000001,0.22848600000000002
8,381,21.1771,4.09279
807,102,18.9615,0.8787780000000001
445,17,8.659089999999999,4.59946
182,118,10.7055,1.0398399999999999
34,780,16.3674,1.08853
951,492,13.4937,0.24593600000000002
276,19,26.4269,4.8921
447,64,1.82438,1.32571
3,503,31.9815,8.43622
86,450,7.79038,0.655406
55,27,51.5211,6.08369
192,293,1.11842,0.529342
21,470,0.206781,1.64431
102,544,9.798119999999999,0.553412
103,113,13.9896,1.30936
19,302,13.3119,2.14972
43,135,0.737498,1.59839
582,148,12.1987,0.6527189999999999
15,132,28.7694,3.61219
57,164,2.36117,1.26649
315,30,17.2112,3.00823
382,713,1.0751899999999999,0.247797
53,165,0.591839,1.29745
207,50,24.1904,2.17501
19,107,21.4687,3.17789
218,142,6.37017,0.837419
439,177,7.0972399999999976,0.58814
37,336,1.62334,1.20869
368,34,10.2631,2.51832
14,52,16.17,5.0282800000000005
36,94,2.4290700000000003,2.12423
102,189,5.95801,0.9085799999999999
5,78,56.772,11.0154
80,254,4.32108,0.863758
67,121,8.6564,1.43571
18,70,15.3654,3.7839
877,5,100.0,0.0
349,25,14.9482,3.43816
932,289,17.9552,0.364825
172,9,50.0319,12.0198
128,5,64.4135,23.1725
6,53,50.3995,10.3784
94,6,68.5112,22.0446
4,66,61.5454,13.8805
392,263,5.8204400000000005,0.452905
449,54,0.7695420000000001,1.53125
136,7,59.1123,16.6635
664,134,14.9482,0.701507
716,467,9.70509,0.266293
6,282,34.6716,5.91805
70,153,5.26437,1.2066
38,617,11.7273,1.03401
5,252,40.7542,7.226189999999999
622,65,11.9936,1.3067799999999998
9,905,8.90923,2.98518
268,24,25.1674,3.96161
46,543,9.66554,0.923911
17,49,2.9172,4.36892
157,81,19.8519,1.52955
126,17,50.8587,7.42393
82,177,5.23283,1.03931
606,14,1.9745,5.57251
12,115,34.9676,4.58526
394,27,9.51281,3.05313
5,193,46.6807,8.060939999999999
828,31,17.5735,2.60491
9,289,27.1118,4.14538
18,669,8.13759,1.78184
5,766,6.45333,4.89924
340,163,1.20157,0.646207
21,790,13.8381,1.56985
373,66,4.02272,1.34928
134,16,50.2406,7.68765
30,30,43.1745,6.14939
17,187,23.4627,2.86528
19,42,12.0318,4.75324
611,168,13.3433,0.587116
200,197,2.8996299999999997,0.672525
670,827,3.14777,0.190753
44,110,3.58753,1.78077
143,12,51.9426,9.86379
3,369,40.8184,9.38799
926,543,11.8975,0.229403
42,101,4.9518699999999995,1.9202299999999999
379,311,4.29755,0.404642
102,30,45.7219,4.59774
3,706,21.9365,8.1628
456,12,11.4364,6.6654
35,67,13.5184,2.77493
33,407,1.30408,1.22955
276,144,2.82844,0.760946
592,12,0.808819,6.6017
313,8,31.4103,11.0832
388,257,5.5932,0.46049399999999996
9,81,42.4057,6.55312
18,36,18.357,5.54171
122,152,8.09259,0.978804
675,274,13.9556,0.397185
257,97,9.22713,1.09101
700,527,8.66147,0.248268
263,468,1.06657,0.358234
16,803,11.8967,1.93008
556,582,5.1389999999999985,0.245813
32,53,20.7855,3.4801
575,9,6.0592,9.50561
168,23,40.1599,4.9656
364,177,3.61037,0.603974
44,28,49.9029,6.1550400000000005
27,132,12.3642,2.23497
39,82,8.74038,2.28246
3,208,54.56399999999999,11.8266
5,64,56.6647,11.6016
44,19,59.5863,9.12571
935,380,16.2464,0.297294
254,490,1.7017,0.356996
574,62,9.51121,1.3613899999999999
469,37,0.224032,2.12911
651,66,13.2868,1.28894
24,57,7.14695,3.4765300000000003
404,18,12.0792,4.47276
272,28,23.0834,3.401
176,34,33.6698,3.34427
121,127,11.4343,1.12921
39,402,2.79257,1.10313
122,29,43.6865,4.47041
825,42,18.4454,1.9438900000000001
149,563,8.54485,0.438568
26,409,1.45799,1.4608299999999999
346,6,32.1165,15.0878
54,47,35.5373,3.49683
35,239,6.40746,1.45511
12,38,8.793,6.13807
84,47,36.9036,3.12632
846,118,19.8159,0.773034
73,7,70.7583,20.8825
311,42,14.4124,2.19901
58,35,44.8492,4.61814
254,123,6.3151,0.8930540000000001
180,508,4.895969999999998,0.413255
32,141,8.60803,1.9232099999999999
44,233,2.44838,1.24605
130,13,53.3647,9.48708
34,145,6.92315,1.81417
15,64,20.3914,4.50319
72,138,7.793039999999999,1.27806
11,265,25.8356,3.6162300000000003
151,180,5.15537,0.800942
858,988,2.69651,0.159666
55,22,56.3113,7.48313
130,931,15.6916,0.402667
185,3,63.7821,32.7659
101,194,5.37444,0.8964219999999999
22,490,1.46283,1.57951
243,5,47.0966,19.065
113,335,5.5217199999999975,0.639131
215,32,29.1449,3.28295
7,450,18.0866,4.2954300000000005
71,27,51.1027,5.70061
94,112,13.7314,1.36247
4,385,33.2248,7.31394
77,12,63.7476,12.3507
21,77,11.5426,3.25294
37,454,4.63755,1.11266
6,586,11.9191,4.44426
42,39,38.9421,4.43694
28,22,52.8415,8.529539999999999
405,481,3.08034,0.300971
300,61,11.5465,1.57113
13,242,24.8571,3.25261
135,77,22.1722,1.68472
21,559,4.69075,1.6114
9,937,9.86868,2.99093
503,800,0.405207,0.210655
359,49,7.960839999999999,1.80328
937,63,22.036,1.34674
460,8,16.6755,10.774000000000001
173,208,2.64801,0.68506
556,26,4.01874,2.93447
46,13,66.7335,13.1918
259,84,10.8262,1.2346
749,80,17.2098,1.08864
67,567,11.0717,0.709766
356,414,2.26972,0.342105
7,554,11.1477,3.97035
101,144,8.93452,1.09709
126,21,48.0674,6.05171
423,23,8.01672,3.46812
146,89,18.3652,1.43953
21,173,19.1989,2.47218
448,778,0.807403,0.221798
73,86,18.5911,1.83549
900,129,20.9846,0.714481
41,269,2.81576,1.23236
23,25,44.7176,7.7035899999999975
4,597,19.5054,6.30092
145,8,56.0215,14.3593
228,21,32.0721,4.79934
484,3,59.5972,86.1619
226,11,39.1961,8.92061
47,25,53.2115,6.8133300000000006
691,492,9.18334,0.260463
245,341,0.03797469999999999,0.438324
854,22,16.7961,3.79812
440,7,20.5695,12.6471
726,402,12.4759,0.29683000000000004
3,182,57.091,12.4783
4,148,55.294,10.7533
424,112,3.9342599999999996,0.837879
8,106,45.319,6.70862
51,166,0.0496795,1.31575
273,41,18.9519,2.36407
665,17,7.3098199999999975,4.65567
775,330,14.635,0.338362
57,140,3.59873,1.38058
234,153,4.94094,0.767833
37,15,64.4457,11.985
27,29,42.4885,6.47306
8,509,11.8111,3.6524900000000002
327,27,16.7519,3.27676
77,64,27.7767,2.36816
594,89,11.7018,0.995896
408,525,3.09611,0.28726399999999996
152,760,11.3816,0.390513
452,441,4.89159,0.307773
62,10,68.5224,15.723
733,14,8.81477,6.06228
175,103,13.7654,1.18737
4,721,13.453,6.13985
65,949,20.352,0.6510239999999999
149,25,42.0105,4.7983199999999995
303,20,22.4348,4.49041
328,224,3.4820800000000003,0.526686
557,700,2.25582,0.218852
58,643,13.4804,0.759847
32,27,47.8945,6.7718
32,3,85.5588,54.4171
63,446,7.572189999999999,0.792211
167,165,6.14352,0.823699
28,501,4.686719999999998,1.32721
491,912,1.7327599999999999,0.200079
20,24,42.848,8.1788
4,113,58.7011,11.847999999999999
155,9,52.965,12.5287
247,6,43.778,15.7564
